execution_id,run_id,project_id,project_name,test_case_id,test_case_name,test_case_created_at,creation_week_start,suite_name,execution_started_at,execution_week_start,environment,browser,status,duration_seconds,retry_attempt,is_flaky,consecutive_failure_count,repeat_failure_flag,failure_category,agent_name,katalon_version
EXEC-0000438,RUN-00022,KT-101,WebOps,KT-101-TC-025,Access denied - WebOps,2026-07-10T00:00:00Z,2026-07-06,Smoke,2026-08-06T13:24:31Z,2026-08-03,Staging,Chrome,SKIPPED,245,0,0,0,0,,agent-4,10.2.1
EXEC-0000439,RUN-00022,KT-101,WebOps,KT-101-TC-026,Save draft - WebOps,2026-07-06T00:00:00Z,2026-07-06,Regression,2026-08-08T14:35:30Z,2026-08-03,QA,Edge,PASSED,147,1,1,0,0,,agent-1,10.1.1
EXEC-0000440,RUN-00022,KT-101,WebOps,KT-101-TC-027,Approval workflow - WebOps,2026-07-07T00:00:00Z,2026-07-06,Checkout,2026-08-07T08:54:07Z,2026-08-03,Staging,Edge,FAILED,208,0,0,3,1,Locator changed,agent-1,10.2.0
EXEC-0000441,RUN-00022,KT-101,WebOps,KT-101-TC-028,Concurrent update - WebOps,2026-07-08T00:00:00Z,2026-07-06,Smoke,2026-08-07T10:07:59Z,2026-08-03,QA,Edge,FAILED,67,1,0,1,0,Environment,agent-6,10.1.1
EXEC-0000442,RUN-00022,KT-101,WebOps,KT-101-TC-029,Required fields - WebOps,2026-07-16T00:00:00Z,2026-07-13,Regression,2026-08-07T10:47:24Z,2026-08-03,Staging,Edge,PASSED,243,0,0,0,0,,agent-2,10.1.1
EXEC-0000443,RUN-00022,KT-101,WebOps,KT-101-TC-030,Status transition - WebOps,2026-07-17T00:00:00Z,2026-07-13,Checkout,2026-08-07T09:49:43Z,2026-08-03,Staging,Chrome,PASSED,198,0,0,0,0,,agent-6,10.2.0
EXEC-0000444,RUN-00022,KT-101,WebOps,KT-101-TC-031,Report download - WebOps,2026-07-13T00:00:00Z,2026-07-13,Smoke,2026-08-06T12:32:27Z,2026-08-03,Staging,Edge,PASSED,349,0,0,0,0,,agent-1,10.2.0
EXEC-0000445,RUN-00022,KT-101,WebOps,KT-101-TC-032,Token refresh - WebOps,2026-07-14T00:00:00Z,2026-07-13,Regression,2026-08-06T16:28:28Z,2026-08-03,Staging,Edge,FAILED,86,0,0,1,0,Timeout,agent-3,10.2.1
EXEC-0000446,RUN-00022,KT-101,WebOps,KT-101-TC-033,Deep link - WebOps,2026-07-22T00:00:00Z,2026-07-20,Checkout,2026-08-06T08:21:03Z,2026-08-03,QA,Chrome,PASSED,116,0,0,0,0,,agent-1,10.1.1
EXEC-0000447,RUN-00022,KT-101,WebOps,KT-101-TC-036,Scheduled job - WebOps,2026-07-20T00:00:00Z,2026-07-20,Checkout,2026-08-08T07:34:13Z,2026-08-03,QA,Chrome,PASSED,123,0,0,0,0,,agent-6,10.1.1
EXEC-0000448,RUN-00023,KT-101,WebOps,KT-101-TC-001,Login valid user - WebOps,2026-05-25T00:00:00Z,2026-05-25,Smoke,2026-08-10T14:26:54Z,2026-08-10,QA,Chrome,PASSED,412,0,0,0,0,,agent-2,10.1.1
EXEC-0000449,RUN-00023,KT-101,WebOps,KT-101-TC-002,Password reset - WebOps,2026-05-26T00:00:00Z,2026-05-25,Regression,2026-08-11T09:58:13Z,2026-08-10,QA,Chrome,PASSED,38,0,0,0,0,,agent-6,10.2.1
EXEC-0000450,RUN-00023,KT-101,WebOps,KT-101-TC-003,Search records - WebOps,2026-05-27T00:00:00Z,2026-05-25,Checkout,2026-08-12T18:18:26Z,2026-08-10,Staging,Chrome,PASSED,386,0,0,0,0,,agent-2,10.1.1
EXEC-0000451,RUN-00023,KT-101,WebOps,KT-101-TC-004,Create record - WebOps,2026-05-28T00:00:00Z,2026-05-25,Smoke,2026-08-12T17:20:40Z,2026-08-10,QA,Edge,PASSED,140,0,0,0,0,,agent-1,10.2.0
EXEC-0000452,RUN-00023,KT-101,WebOps,KT-101-TC-005,Edit record - WebOps,2026-06-05T00:00:00Z,2026-06-01,Regression,2026-08-11T12:12:54Z,2026-08-10,QA,Chrome,PASSED,135,0,0,0,0,,agent-2,10.2.0
EXEC-0000453,RUN-00023,KT-101,WebOps,KT-101-TC-006,Delete record - WebOps,2026-06-01T00:00:00Z,2026-06-01,Checkout,2026-08-11T15:33:10Z,2026-08-10,Staging,Edge,PASSED,258,0,0,0,0,,agent-3,10.2.1
EXEC-0000454,RUN-00023,KT-101,WebOps,KT-101-TC-007,Role permissions - WebOps,2026-06-02T00:00:00Z,2026-06-01,Smoke,2026-08-10T10:51:04Z,2026-08-10,Staging,Edge,PASSED,67,0,0,0,0,,agent-6,10.2.1
EXEC-0000455,RUN-00023,KT-101,WebOps,KT-101-TC-008,Session timeout - WebOps,2026-06-03T00:00:00Z,2026-06-01,Regression,2026-08-12T07:23:18Z,2026-08-10,QA,Chrome,PASSED,19,0,0,0,0,,agent-3,10.2.0
EXEC-0000456,RUN-00023,KT-101,WebOps,KT-101-TC-009,Export results - WebOps,2026-06-11T00:00:00Z,2026-06-08,Checkout,2026-08-12T18:44:51Z,2026-08-10,QA,Chrome,PASSED,118,0,0,0,0,,agent-2,10.2.1
EXEC-0000457,RUN-00023,KT-101,WebOps,KT-101-TC-010,Filter results - WebOps,2026-06-12T00:00:00Z,2026-06-08,Smoke,2026-08-10T14:36:03Z,2026-08-10,Staging,Edge,SKIPPED,196,0,0,0,0,,agent-5,10.2.1
EXEC-0000458,RUN-00023,KT-101,WebOps,KT-101-TC-011,Bulk update - WebOps,2026-06-08T00:00:00Z,2026-06-08,Regression,2026-08-11T08:25:27Z,2026-08-10,QA,Edge,PASSED,405,0,0,0,0,,agent-2,10.1.1
EXEC-0000459,RUN-00023,KT-101,WebOps,KT-101-TC-012,Audit history - WebOps,2026-06-09T00:00:00Z,2026-06-08,Checkout,2026-08-10T10:26:00Z,2026-08-10,QA,Chrome,PASSED,122,1,1,0,0,,agent-3,10.2.1
EXEC-0000460,RUN-00023,KT-101,WebOps,KT-101-TC-013,API authorization - WebOps,2026-06-17T00:00:00Z,2026-06-15,Smoke,2026-08-12T18:29:28Z,2026-08-10,Staging,Chrome,PASSED,292,0,0,0,0,,agent-6,10.2.1
EXEC-0000461,RUN-00023,KT-101,WebOps,KT-101-TC-014,Invalid input - WebOps,2026-06-18T00:00:00Z,2026-06-15,Regression,2026-08-11T14:51:30Z,2026-08-10,Staging,Edge,PASSED,314,0,0,0,0,,agent-5,10.2.1
EXEC-0000462,RUN-00023,KT-101,WebOps,KT-101-TC-015,Pagination - WebOps,2026-06-19T00:00:00Z,2026-06-15,Checkout,2026-08-11T07:53:50Z,2026-08-10,QA,Chrome,PASSED,336,0,0,0,0,,agent-4,10.2.0
EXEC-0000463,RUN-00023,KT-101,WebOps,KT-101-TC-016,Notification delivery - WebOps,2026-06-15T00:00:00Z,2026-06-15,Smoke,2026-08-10T07:00:48Z,2026-08-10,Staging,Edge,SKIPPED,434,0,0,0,0,,agent-4,10.1.1
EXEC-0000464,RUN-00023,KT-101,WebOps,KT-101-TC-017,File upload - WebOps,2026-06-23T00:00:00Z,2026-06-22,Regression,2026-08-11T07:10:09Z,2026-08-10,Staging,Chrome,PASSED,175,0,0,0,0,,agent-4,10.2.0
EXEC-0000465,RUN-00023,KT-101,WebOps,KT-101-TC-018,Data reconciliation - WebOps,2026-06-24T00:00:00Z,2026-06-22,Checkout,2026-08-10T08:00:37Z,2026-08-10,QA,Edge,PASSED,434,0,0,0,0,,agent-6,10.1.1
EXEC-0000466,RUN-00023,KT-101,WebOps,KT-101-TC-019,Dashboard load - WebOps,2026-06-25T00:00:00Z,2026-06-22,Smoke,2026-08-10T16:19:41Z,2026-08-10,Staging,Chrome,PASSED,98,0,0,0,0,,agent-3,10.2.1
EXEC-0000467,RUN-00023,KT-101,WebOps,KT-101-TC-020,User logout - WebOps,2026-06-26T00:00:00Z,2026-06-22,Regression,2026-08-11T07:47:33Z,2026-08-10,Staging,Edge,PASSED,327,0,0,0,0,,agent-3,10.2.0
EXEC-0000468,RUN-00023,KT-101,WebOps,KT-101-TC-021,Duplicate prevention - WebOps,2026-06-29T00:00:00Z,2026-06-29,Checkout,2026-08-12T13:47:19Z,2026-08-10,QA,Edge,PASSED,337,1,1,0,0,,agent-5,10.1.1
EXEC-0000469,RUN-00023,KT-101,WebOps,KT-101-TC-022,Date validation - WebOps,2026-06-30T00:00:00Z,2026-06-29,Smoke,2026-08-11T18:06:54Z,2026-08-10,QA,Chrome,PASSED,433,0,0,0,0,,agent-2,10.1.1
EXEC-0000470,RUN-00023,KT-101,WebOps,KT-101-TC-023,Locale rendering - WebOps,2026-07-01T00:00:00Z,2026-06-29,Regression,2026-08-10T17:39:24Z,2026-08-10,QA,Chrome,PASSED,241,0,0,0,0,,agent-1,10.2.1
EXEC-0000471,RUN-00023,KT-101,WebOps,KT-101-TC-024,Error recovery - WebOps,2026-07-02T00:00:00Z,2026-06-29,Checkout,2026-08-12T08:46:40Z,2026-08-10,Staging,Edge,PASSED,260,0,0,0,0,,agent-6,10.2.1
EXEC-0000472,RUN-00023,KT-101,WebOps,KT-101-TC-025,Access denied - WebOps,2026-07-10T00:00:00Z,2026-07-06,Smoke,2026-08-10T15:41:20Z,2026-08-10,QA,Edge,PASSED,105,0,0,0,0,,agent-1,10.2.0
EXEC-0000473,RUN-00023,KT-101,WebOps,KT-101-TC-026,Save draft - WebOps,2026-07-06T00:00:00Z,2026-07-06,Regression,2026-08-12T16:05:17Z,2026-08-10,QA,Edge,PASSED,52,0,0,0,0,,agent-5,10.2.1
EXEC-0000474,RUN-00023,KT-101,WebOps,KT-101-TC-027,Approval workflow - WebOps,2026-07-07T00:00:00Z,2026-07-06,Checkout,2026-08-11T09:18:14Z,2026-08-10,QA,Edge,PASSED,289,0,0,0,0,,agent-6,10.2.1
EXEC-0000475,RUN-00023,KT-101,WebOps,KT-101-TC-028,Concurrent update - WebOps,2026-07-08T00:00:00Z,2026-07-06,Smoke,2026-08-12T11:04:39Z,2026-08-10,Staging,Edge,PASSED,48,0,0,0,0,,agent-6,10.1.1
EXEC-0000476,RUN-00023,KT-101,WebOps,KT-101-TC-029,Required fields - WebOps,2026-07-16T00:00:00Z,2026-07-13,Regression,2026-08-12T15:53:38Z,2026-08-10,Staging,Chrome,PASSED,182,0,0,0,0,,agent-3,10.2.0
EXEC-0000477,RUN-00023,KT-101,WebOps,KT-101-TC-030,Status transition - WebOps,2026-07-17T00:00:00Z,2026-07-13,Checkout,2026-08-10T18:52:32Z,2026-08-10,Staging,Chrome,PASSED,29,0,0,0,0,,agent-6,10.2.0
EXEC-0000478,RUN-00023,KT-101,WebOps,KT-101-TC-031,Report download - WebOps,2026-07-13T00:00:00Z,2026-07-13,Smoke,2026-08-10T08:32:37Z,2026-08-10,QA,Edge,PASSED,324,0,0,0,0,,agent-1,10.2.0
EXEC-0000479,RUN-00023,KT-101,WebOps,KT-101-TC-032,Token refresh - WebOps,2026-07-14T00:00:00Z,2026-07-13,Regression,2026-08-10T12:27:39Z,2026-08-10,QA,Edge,SKIPPED,238,0,0,0,0,,agent-1,10.2.1
EXEC-0000480,RUN-00023,KT-101,WebOps,KT-101-TC-033,Deep link - WebOps,2026-07-22T00:00:00Z,2026-07-20,Checkout,2026-08-12T15:25:54Z,2026-08-10,QA,Edge,PASSED,89,0,0,0,0,,agent-6,10.1.1
EXEC-0000481,RUN-00023,KT-101,WebOps,KT-101-TC-034,Responsive layout - WebOps,2026-07-23T00:00:00Z,2026-07-20,Smoke,2026-08-11T14:43:25Z,2026-08-10,QA,Chrome,FAILED,166,0,0,5,1,Locator changed,agent-5,10.2.1
EXEC-0000482,RUN-00023,KT-101,WebOps,KT-101-TC-035,Cross-project lookup - WebOps,2026-07-24T00:00:00Z,2026-07-20,Regression,2026-08-11T08:38:09Z,2026-08-10,QA,Edge,PASSED,138,0,0,0,0,,agent-6,10.2.0
EXEC-0000483,RUN-00023,KT-101,WebOps,KT-101-TC-036,Scheduled job - WebOps,2026-07-20T00:00:00Z,2026-07-20,Checkout,2026-08-10T16:29:09Z,2026-08-10,QA,Edge,PASSED,227,0,0,0,0,,agent-3,10.2.0
EXEC-0000484,RUN-00024,KT-101,WebOps,KT-101-TC-001,Login valid user - WebOps,2026-05-25T00:00:00Z,2026-05-25,Smoke,2026-08-14T14:09:26Z,2026-08-10,Staging,Chrome,PASSED,355,0,0,0,0,,agent-2,10.2.0
EXEC-0000485,RUN-00024,KT-101,WebOps,KT-101-TC-002,Password reset - WebOps,2026-05-26T00:00:00Z,2026-05-25,Regression,2026-08-15T14:32:23Z,2026-08-10,Staging,Chrome,PASSED,75,0,0,0,0,,agent-4,10.2.0
EXEC-0000486,RUN-00024,KT-101,WebOps,KT-101-TC-003,Search records - WebOps,2026-05-27T00:00:00Z,2026-05-25,Checkout,2026-08-15T10:27:25Z,2026-08-10,QA,Edge,PASSED,225,0,0,0,0,,agent-1,10.2.0
EXEC-0000487,RUN-00024,KT-101,WebOps,KT-101-TC-004,Create record - WebOps,2026-05-28T00:00:00Z,2026-05-25,Smoke,2026-08-13T16:57:53Z,2026-08-10,Staging,Edge,PASSED,375,0,0,0,0,,agent-2,10.2.0
EXEC-0000488,RUN-00024,KT-101,WebOps,KT-101-TC-005,Edit record - WebOps,2026-06-05T00:00:00Z,2026-06-01,Regression,2026-08-15T13:47:02Z,2026-08-10,QA,Chrome,PASSED,409,0,0,0,0,,agent-6,10.2.1
EXEC-0000489,RUN-00024,KT-101,WebOps,KT-101-TC-007,Role permissions - WebOps,2026-06-02T00:00:00Z,2026-06-01,Smoke,2026-08-15T13:44:14Z,2026-08-10,Staging,Chrome,PASSED,219,0,0,0,0,,agent-6,10.1.1
EXEC-0000490,RUN-00024,KT-101,WebOps,KT-101-TC-008,Session timeout - WebOps,2026-06-03T00:00:00Z,2026-06-01,Regression,2026-08-15T07:00:45Z,2026-08-10,Staging,Edge,PASSED,214,0,0,0,0,,agent-5,10.2.1
EXEC-0000491,RUN-00024,KT-101,WebOps,KT-101-TC-009,Export results - WebOps,2026-06-11T00:00:00Z,2026-06-08,Checkout,2026-08-13T07:34:23Z,2026-08-10,Staging,Edge,PASSED,399,0,0,0,0,,agent-5,10.1.1
EXEC-0000492,RUN-00024,KT-101,WebOps,KT-101-TC-010,Filter results - WebOps,2026-06-12T00:00:00Z,2026-06-08,Smoke,2026-08-15T14:18:08Z,2026-08-10,QA,Edge,PASSED,353,0,0,0,0,,agent-1,10.2.0
EXEC-0000493,RUN-00024,KT-101,WebOps,KT-101-TC-011,Bulk update - WebOps,2026-06-08T00:00:00Z,2026-06-08,Regression,2026-08-14T12:08:00Z,2026-08-10,Staging,Edge,PASSED,39,0,0,0,0,,agent-2,10.1.1
EXEC-0000494,RUN-00024,KT-101,WebOps,KT-101-TC-012,Audit history - WebOps,2026-06-09T00:00:00Z,2026-06-08,Checkout,2026-08-14T18:42:33Z,2026-08-10,Staging,Chrome,PASSED,322,1,1,0,0,,agent-3,10.2.0
EXEC-0000495,RUN-00024,KT-101,WebOps,KT-101-TC-013,API authorization - WebOps,2026-06-17T00:00:00Z,2026-06-15,Smoke,2026-08-13T17:11:01Z,2026-08-10,QA,Edge,PASSED,138,0,0,0,0,,agent-2,10.1.1
EXEC-0000496,RUN-00024,KT-101,WebOps,KT-101-TC-014,Invalid input - WebOps,2026-06-18T00:00:00Z,2026-06-15,Regression,2026-08-14T16:03:24Z,2026-08-10,QA,Chrome,PASSED,488,0,0,0,0,,agent-4,10.2.1
EXEC-0000497,RUN-00024,KT-101,WebOps,KT-101-TC-016,Notification delivery - WebOps,2026-06-15T00:00:00Z,2026-06-15,Smoke,2026-08-14T07:39:01Z,2026-08-10,QA,Edge,PASSED,212,0,0,0,0,,agent-5,10.2.0
EXEC-0000498,RUN-00024,KT-101,WebOps,KT-101-TC-018,Data reconciliation - WebOps,2026-06-24T00:00:00Z,2026-06-22,Checkout,2026-08-14T16:28:24Z,2026-08-10,Staging,Edge,PASSED,139,0,0,0,0,,agent-6,10.2.1
EXEC-0000499,RUN-00024,KT-101,WebOps,KT-101-TC-019,Dashboard load - WebOps,2026-06-25T00:00:00Z,2026-06-22,Smoke,2026-08-13T12:25:06Z,2026-08-10,Staging,Chrome,PASSED,97,0,0,0,0,,agent-6,10.2.0
EXEC-0000500,RUN-00024,KT-101,WebOps,KT-101-TC-021,Duplicate prevention - WebOps,2026-06-29T00:00:00Z,2026-06-29,Checkout,2026-08-14T10:01:07Z,2026-08-10,Staging,Chrome,PASSED,384,0,0,0,0,,agent-4,10.1.1
EXEC-0000501,RUN-00024,KT-101,WebOps,KT-101-TC-022,Date validation - WebOps,2026-06-30T00:00:00Z,2026-06-29,Smoke,2026-08-14T18:20:44Z,2026-08-10,QA,Chrome,PASSED,124,0,0,0,0,,agent-2,10.2.0
EXEC-0000502,RUN-00024,KT-101,WebOps,KT-101-TC-023,Locale rendering - WebOps,2026-07-01T00:00:00Z,2026-06-29,Regression,2026-08-14T11:44:55Z,2026-08-10,Staging,Chrome,PASSED,427,0,0,0,0,,agent-2,10.2.0
EXEC-0000503,RUN-00024,KT-101,WebOps,KT-101-TC-025,Access denied - WebOps,2026-07-10T00:00:00Z,2026-07-06,Smoke,2026-08-15T09:27:26Z,2026-08-10,QA,Chrome,PASSED,274,0,0,0,0,,agent-6,10.1.1
EXEC-0000504,RUN-00024,KT-101,WebOps,KT-101-TC-026,Save draft - WebOps,2026-07-06T00:00:00Z,2026-07-06,Regression,2026-08-14T12:01:22Z,2026-08-10,Staging,Chrome,PASSED,282,0,0,0,0,,agent-2,10.2.0
EXEC-0000505,RUN-00024,KT-101,WebOps,KT-101-TC-027,Approval workflow - WebOps,2026-07-07T00:00:00Z,2026-07-06,Checkout,2026-08-15T07:45:58Z,2026-08-10,QA,Edge,FAILED,525,1,0,4,1,Assertion,agent-3,10.2.0
EXEC-0000506,RUN-00024,KT-101,WebOps,KT-101-TC-028,Concurrent update - WebOps,2026-07-08T00:00:00Z,2026-07-06,Smoke,2026-08-15T17:32:10Z,2026-08-10,Staging,Edge,PASSED,244,0,0,0,0,,agent-5,10.2.1
EXEC-0000507,RUN-00024,KT-101,WebOps,KT-101-TC-029,Required fields - WebOps,2026-07-16T00:00:00Z,2026-07-13,Regression,2026-08-14T07:05:06Z,2026-08-10,QA,Chrome,PASSED,350,0,0,0,0,,agent-5,10.2.1
EXEC-0000508,RUN-00024,KT-101,WebOps,KT-101-TC-030,Status transition - WebOps,2026-07-17T00:00:00Z,2026-07-13,Checkout,2026-08-14T14:26:41Z,2026-08-10,Staging,Chrome,PASSED,329,0,0,0,0,,agent-5,10.1.1
EXEC-0000509,RUN-00024,KT-101,WebOps,KT-101-TC-031,Report download - WebOps,2026-07-13T00:00:00Z,2026-07-13,Smoke,2026-08-13T15:44:50Z,2026-08-10,QA,Chrome,SKIPPED,105,0,0,0,0,,agent-5,10.1.1
EXEC-0000510,RUN-00024,KT-101,WebOps,KT-101-TC-032,Token refresh - WebOps,2026-07-14T00:00:00Z,2026-07-13,Regression,2026-08-13T16:59:13Z,2026-08-10,QA,Edge,PASSED,144,0,0,0,0,,agent-2,10.2.0
EXEC-0000511,RUN-00024,KT-101,WebOps,KT-101-TC-033,Deep link - WebOps,2026-07-22T00:00:00Z,2026-07-20,Checkout,2026-08-13T18:42:12Z,2026-08-10,Staging,Chrome,PASSED,161,0,0,0,0,,agent-3,10.2.1
EXEC-0000512,RUN-00024,KT-101,WebOps,KT-101-TC-035,Cross-project lookup - WebOps,2026-07-24T00:00:00Z,2026-07-20,Regression,2026-08-13T09:00:18Z,2026-08-10,QA,Chrome,PASSED,368,0,0,0,0,,agent-2,10.2.0
EXEC-0000513,RUN-00024,KT-101,WebOps,KT-101-TC-036,Scheduled job - WebOps,2026-07-20T00:00:00Z,2026-07-20,Checkout,2026-08-13T15:48:25Z,2026-08-10,Staging,Chrome,PASSED,48,0,0,0,0,,agent-6,10.1.1
EXEC-0000514,RUN-00025,KT-202,Salesforce,KT-202-TC-001,Login valid user - Salesforce,2026-05-26T00:00:00Z,2026-05-25,Lead Management,2026-05-27T14:53:59Z,2026-05-25,QA,Chrome,PASSED,300,0,0,0,0,,agent-1,10.1.1
EXEC-0000515,RUN-00025,KT-202,Salesforce,KT-202-TC-002,Password reset - Salesforce,2026-05-27T00:00:00Z,2026-05-25,Opportunity,2026-05-27T07:19:38Z,2026-05-25,QA,Chrome,PASSED,324,0,0,0,0,,agent-1,10.2.0
EXEC-0000516,RUN-00025,KT-202,Salesforce,KT-202-TC-003,Search records - Salesforce,2026-05-28T00:00:00Z,2026-05-25,Service Cloud,2026-05-28T10:57:11Z,2026-05-25,UAT,Chrome,PASSED,234,0,0,0,0,,agent-3,10.2.0
EXEC-0000517,RUN-00025,KT-202,Salesforce,KT-202-TC-004,Create record - Salesforce,2026-05-29T00:00:00Z,2026-05-25,Lead Management,2026-05-29T15:32:56Z,2026-05-25,QA,Firefox,PASSED,38,0,0,0,0,,agent-3,10.2.0
EXEC-0000518,RUN-00026,KT-202,Salesforce,KT-202-TC-001,Login valid user - Salesforce,2026-05-26T00:00:00Z,2026-05-25,Lead Management,2026-05-28T16:45:09Z,2026-05-25,UAT,Firefox,PASSED,478,0,0,0,0,,agent-4,10.2.0
EXEC-0000519,RUN-00026,KT-202,Salesforce,KT-202-TC-002,Password reset - Salesforce,2026-05-27T00:00:00Z,2026-05-25,Opportunity,2026-05-30T17:19:40Z,2026-05-25,UAT,Firefox,PASSED,395,0,0,0,0,,agent-2,10.2.0
EXEC-0000520,RUN-00026,KT-202,Salesforce,KT-202-TC-003,Search records - Salesforce,2026-05-28T00:00:00Z,2026-05-25,Service Cloud,2026-05-30T10:56:57Z,2026-05-25,QA,Chrome,PASSED,206,0,0,0,0,,agent-2,10.2.1
EXEC-0000521,RUN-00026,KT-202,Salesforce,KT-202-TC-004,Create record - Salesforce,2026-05-29T00:00:00Z,2026-05-25,Lead Management,2026-05-30T14:08:11Z,2026-05-25,QA,Firefox,PASSED,420,0,0,0,0,,agent-5,10.1.1
EXEC-0000522,RUN-00027,KT-202,Salesforce,KT-202-TC-001,Login valid user - Salesforce,2026-05-26T00:00:00Z,2026-05-25,Lead Management,2026-06-02T11:44:02Z,2026-06-01,UAT,Firefox,PASSED,521,0,0,0,0,,agent-4,10.2.0
EXEC-0000523,RUN-00027,KT-202,Salesforce,KT-202-TC-002,Password reset - Salesforce,2026-05-27T00:00:00Z,2026-05-25,Opportunity,2026-06-01T14:15:51Z,2026-06-01,UAT,Firefox,PASSED,267,0,0,0,0,,agent-4,10.2.1
EXEC-0000524,RUN-00027,KT-202,Salesforce,KT-202-TC-003,Search records - Salesforce,2026-05-28T00:00:00Z,2026-05-25,Service Cloud,2026-06-01T07:59:52Z,2026-06-01,QA,Chrome,PASSED,416,0,0,0,0,,agent-2,10.2.0
EXEC-0000525,RUN-00027,KT-202,Salesforce,KT-202-TC-004,Create record - Salesforce,2026-05-29T00:00:00Z,2026-05-25,Lead Management,2026-06-02T17:42:41Z,2026-06-01,UAT,Firefox,PASSED,69,0,0,0,0,,agent-6,10.2.1
EXEC-0000526,RUN-00027,KT-202,Salesforce,KT-202-TC-005,Edit record - Salesforce,2026-06-01T00:00:00Z,2026-06-01,Opportunity,2026-06-02T08:41:44Z,2026-06-01,UAT,Firefox,PASSED,431,0,0,0,0,,agent-1,10.1.1
EXEC-0000527,RUN-00027,KT-202,Salesforce,KT-202-TC-006,Delete record - Salesforce,2026-06-02T00:00:00Z,2026-06-01,Service Cloud,2026-06-02T13:33:02Z,2026-06-01,QA,Chrome,PASSED,353,0,0,0,0,,agent-6,10.1.1
EXEC-0000528,RUN-00027,KT-202,Salesforce,KT-202-TC-007,Role permissions - Salesforce,2026-06-03T00:00:00Z,2026-06-01,Lead Management,2026-06-03T12:27:59Z,2026-06-01,UAT,Chrome,PASSED,230,0,0,0,0,,agent-2,10.1.1
EXEC-0000529,RUN-00027,KT-202,Salesforce,KT-202-TC-008,Session timeout - Salesforce,2026-06-04T00:00:00Z,2026-06-01,Opportunity,2026-06-04T14:45:20Z,2026-06-01,QA,Chrome,PASSED,300,0,0,0,0,,agent-3,10.2.1
EXEC-0000530,RUN-00028,KT-202,Salesforce,KT-202-TC-001,Login valid user - Salesforce,2026-05-26T00:00:00Z,2026-05-25,Lead Management,2026-06-06T13:56:48Z,2026-06-01,QA,Firefox,PASSED,160,0,0,0,0,,agent-2,10.1.1
EXEC-0000531,RUN-00028,KT-202,Salesforce,KT-202-TC-002,Password reset - Salesforce,2026-05-27T00:00:00Z,2026-05-25,Opportunity,2026-06-06T18:29:12Z,2026-06-01,UAT,Firefox,PASSED,324,0,0,0,0,,agent-1,10.2.1
EXEC-0000532,RUN-00028,KT-202,Salesforce,KT-202-TC-003,Search records - Salesforce,2026-05-28T00:00:00Z,2026-05-25,Service Cloud,2026-06-06T14:12:04Z,2026-06-01,QA,Firefox,PASSED,287,0,0,0,0,,agent-6,10.2.1
EXEC-0000533,RUN-00028,KT-202,Salesforce,KT-202-TC-004,Create record - Salesforce,2026-05-29T00:00:00Z,2026-05-25,Lead Management,2026-06-04T18:23:52Z,2026-06-01,QA,Firefox,PASSED,433,0,0,0,0,,agent-6,10.2.0
EXEC-0000534,RUN-00028,KT-202,Salesforce,KT-202-TC-005,Edit record - Salesforce,2026-06-01T00:00:00Z,2026-06-01,Opportunity,2026-06-05T17:04:38Z,2026-06-01,QA,Chrome,PASSED,151,0,0,0,0,,agent-6,10.1.1
EXEC-0000535,RUN-00028,KT-202,Salesforce,KT-202-TC-006,Delete record - Salesforce,2026-06-02T00:00:00Z,2026-06-01,Service Cloud,2026-06-05T17:09:13Z,2026-06-01,QA,Firefox,PASSED,103,0,0,0,0,,agent-4,10.2.1
EXEC-0000536,RUN-00028,KT-202,Salesforce,KT-202-TC-007,Role permissions - Salesforce,2026-06-03T00:00:00Z,2026-06-01,Lead Management,2026-06-06T18:52:13Z,2026-06-01,QA,Chrome,SKIPPED,65,0,0,0,0,,agent-6,10.2.0
EXEC-0000537,RUN-00028,KT-202,Salesforce,KT-202-TC-008,Session timeout - Salesforce,2026-06-04T00:00:00Z,2026-06-01,Opportunity,2026-06-04T14:51:34Z,2026-06-01,QA,Chrome,PASSED,122,0,0,0,0,,agent-6,10.1.1
EXEC-0000538,RUN-00029,KT-202,Salesforce,KT-202-TC-001,Login valid user - Salesforce,2026-05-26T00:00:00Z,2026-05-25,Lead Management,2026-06-09T18:40:14Z,2026-06-08,QA,Chrome,PASSED,464,0,0,0,0,,agent-5,10.2.0
EXEC-0000539,RUN-00029,KT-202,Salesforce,KT-202-TC-002,Password reset - Salesforce,2026-05-27T00:00:00Z,2026-05-25,Opportunity,2026-06-09T14:51:22Z,2026-06-08,QA,Firefox,PASSED,246,0,0,0,0,,agent-6,10.2.1
EXEC-0000540,RUN-00029,KT-202,Salesforce,KT-202-TC-003,Search records - Salesforce,2026-05-28T00:00:00Z,2026-05-25,Service Cloud,2026-06-09T08:26:18Z,2026-06-08,QA,Firefox,PASSED,168,1,1,0,0,,agent-3,10.2.0
EXEC-0000541,RUN-00029,KT-202,Salesforce,KT-202-TC-004,Create record - Salesforce,2026-05-29T00:00:00Z,2026-05-25,Lead Management,2026-06-09T08:30:14Z,2026-06-08,QA,Firefox,PASSED,435,0,0,0,0,,agent-5,10.2.1
EXEC-0000542,RUN-00029,KT-202,Salesforce,KT-202-TC-005,Edit record - Salesforce,2026-06-01T00:00:00Z,2026-06-01,Opportunity,2026-06-08T17:11:25Z,2026-06-08,UAT,Firefox,PASSED,142,0,0,0,0,,agent-4,10.1.1
